date,time,url,user_agent,source
"2025-12-18","07:07:37","/","cypex.ai/scanning Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36","3.143.33.63"
"2025-12-18","01:26:33","/","","141.98.11.140"
"2025-12-18","19:05:24","/favicon.ico","Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)","66.132.153.120"
"2025-12-18","15:58:35","/favicon.ico","Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)","199.45.154.145"
"2025-12-18","03:28:47","/favicon.ico","Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)","167.94.138.33"
"2025-12-18","04:20:51","/admin/config.php","xfa1","91.232.238.112"
"2025-12-18","12:58:42","/favicon.ico","fasthttp","8.222.168.164"
"2025-12-18","05:36:05","/","Mozilla/5.0","185.16.39.146"
"2025-12-18","14:02:05","/.git/config","Mozilla/5.0 (compatible; Scanner/1.0)","146.70.129.166"
"2025-12-18","17:32:05","/favicon.ico","Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)","167.94.146.61"
"2025-12-18","07:26:27","/favicon.ico","Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)","199.45.155.68"
"2025-12-18","03:28:24","/","Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)","167.94.138.33"
"2025-12-18","11:18:37","/","cypex.ai/scanning Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36","3.137.73.221"
"2025-12-18","17:20:12","/","python-requests/2.31.0","45.156.129.52"
"2025-12-18","14:16:55","http://httpbin.org/ip","ProxyPool-Scanner/2.0","87.121.84.180"
"2025-12-18","02:29:10","/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36","167.99.179.183"
"2025-12-18","07:50:27","/","cypex.ai/scanning Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36","3.132.23.201"
"2025-12-18","06:01:02","/cgi-bin/notfound","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:134.0) Gecko/20100101 Firefox/134.0","195.184.76.44"
"2025-12-18","10:59:33","/","Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1","43.153.204.189"
"2025-12-18","17:44:03","/yii/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php","libredtail-http","103.168.91.103"
"2025-12-18","01:15:55","/favicon.ico","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","175.19.74.72"
"2025-12-18","19:40:17","/HNAP1/","","117.204.167.149"
"2025-12-18","03:00:33","/www/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php","libredtail-http","141.255.164.26"
"2025-12-18","23:04:15","/robots.txt","Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)","66.132.153.137"
"2025-12-18","03:17:07","/aab9","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","80.82.77.202"
"2025-12-18","08:53:20","/","Hello from Palo Alto Networks, find out more about our scans in https://docs-cortex.paloaltonetworks.com/r/1/Cortex-Xpanse/Scanning-activity","147.185.133.121"
"2025-12-18","13:39:22","/download/powershell/","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","167.99.179.183"
"2025-12-18","17:43:41","/vendor/phpunit/src/Util/PHP/eval-stdin.php","libredtail-http","103.168.91.103"
"2025-12-18","00:35:10","/","Mozilla/5.0 (X11; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0","65.49.1.192"
"2025-12-18","17:44:25","/public/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php","libredtail-http","103.168.91.103"
"2025-12-18","03:00:11","/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php","libredtail-http","141.255.164.26"
"2025-12-18","21:09:46","/","Mozilla/5.0 (X11; Linux x86_64; rv:142.0) Gecko/20100101 Firefox/142.0","138.68.132.193"
"2025-12-18","03:00:54","/workspace/drupal/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php","libredtail-http","141.255.164.26"
"2025-12-18","06:07:32","/cgi-bin/notfound","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:134.0) Gecko/20100101 Firefox/134.0","195.184.76.47"
"2025-12-18","06:00:40","/cgi-bin/notfound","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:134.0) Gecko/20100101 Firefox/134.0","195.184.76.252"
"2025-12-18","11:24:40","/get.php","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","167.99.111.31"
